,predicted_eta_seconds
9264,4650.8545
9265,3705.2856
9266,3754.6511
9267,5387.7334
9268,4070.6035
9269,4948.68
9270,5167.082
9271,5114.18
9272,4490.032
9273,3130.803
9274,3298.828
9275,2950.0803
9276,3457.436
9277,3330.8718
9278,3166.582
9279,3098.3198
9280,2878.7683
9281,4316.872
9282,2953.795
9283,2915.6514
9284,4329.2676
9285,3566.8853
9286,3665.4448
9287,3490.1375
9288,3036.3003
9289,3391.5447
9290,3656.6013
9291,3701.1394
9292,4883.7563
9293,3222.5781
9294,2380.873
9295,3702.4558
9296,2733.896
9297,4106.199
9298,5179.243
9299,5294.166
9300,4848.1772
9301,6243.958
9302,2938.1816
9303,5513.774
9304,2926.6768
9305,2942.5317
9306,3472.934
9307,2521.0886
9308,3756.2979
9309,3424.3809
9310,2817.2175
9311,4889.8843
9312,3639.6572
9313,3670.0012
9314,3788.3467
9315,4558.11
9316,4027.7722
9317,4112.9404
9318,4321.7695
9319,3198.606
9320,2782.9937
9321,4523.3096
9322,3953.7722
9323,2628.2058
9324,4035.1794
9325,3730.2627
9326,4560.58
9327,5846.894
9328,4653.1807
9329,3424.5137
9330,2547.8184
9331,3012.7546
9332,3681.165
9333,2445.038
9334,4070.9211
9335,4759.299
9336,3433.2258
9337,4645.018
9338,3408.901
9339,4987.8154
9340,3171.807
9341,5172.1797
9342,4081.799
9343,3970.028
9344,3832.6409
9345,2833.2856
9346,4482.167
9347,2303.5183
9348,3141.3735
9349,3881.3616
9350,3456.821
9351,2860.0828
9352,4953.858
9353,3667.3591
9354,3696.127
9355,4019.5742
9356,3846.5862
9357,4773.4956
9358,3651.8555
9359,5587.076
9360,3911.965
9361,4923.492
9362,2655.8093
9363,4130.3687
9364,5455.8257
9365,3017.9868
9366,3502.941
9367,2651.0056
9368,3348.2988
9369,2844.1396
9370,4333.324
9371,2859.8215
9372,3269.9814
9373,3996.3052
9374,3589.5117
9375,4809.045
9376,3110.0547
9377,2628.4487
9378,4211.427
9379,2970.4846
9380,3006.1814
9381,2397.2866
9382,5280.224
9383,2555.9675
9384,3527.4856
9385,3961.8555
9386,3663.448
9387,2933.6428
9388,3766.426
9389,3001.1333
9390,2776.314
9391,3321.267
9392,2959.4268
9393,5609.333
9394,3071.4377
9395,4204.0024
9396,2993.3425
9397,4031.1985
9398,3314.6116
9399,3399.463
9400,2489.3962
9401,3934.6665
9402,2700.6943
9403,3111.8364
9404,3647.4465
9405,2827.5645
9406,4087.9382
9407,5190.284
9408,3748.1821
9409,3971.3394
9410,4185.193
9411,2999.278
9412,2812.8137
9413,3950.712
9414,5356.9976
9415,3015.0093
9416,4669.2812
9417,4149.01
9418,4957.5063
9419,2326.1382
9420,4574.0557
9421,3971.0408
9422,3391.5127
9423,4327.1704
9424,2670.1213
9425,4564.137
9426,3600.0479
9427,3618.674
9428,4204.81
9429,5283.4287
9430,2686.4114
9431,3719.9658
9432,5290.5713
9433,3409.9126
9434,3173.6465
9435,3610.5928
9436,2458.2256
9437,2721.6682
9438,2632.2483
9439,3805.5261
9440,4819.2627
9441,3837.0015
9442,3856.854
9443,4083.9045
9444,2236.0608
9445,2913.2764
9446,2913.6438
9447,3356.103
9448,3752.233
9449,3626.1768
9450,4491.1865
9451,4486.294
9452,3718.759
9453,3328.4836
9454,2754.0703
9455,2831.0325
9456,3072.0952
9457,3580.7278
9458,3874.6228
9459,5313.136
9460,4037.5073
9461,3865.398
9462,5350.052
9463,2930.8027
9464,2602.0073
9465,3162.0107
9466,4759.77
9467,2985.0193
9468,2805.563
9469,2333.59
9470,4007.662
9471,3416.645
9472,2770.9844
9473,3805.581
9474,3841.6748
9475,4850.046
9476,3134.412
9477,3133.9521
9478,3661.6484
9479,4364.082
9480,2800.9177
9481,2828.2253
9482,4862.4775
9483,3845.6326
9484,3528.0264
9485,2754.9788
9486,3141.879
9487,2807.4016
9488,4373.7554
9489,2832.945
9490,3187.8484
9491,3259.5598
9492,3337.875
9493,3528.01
9494,3880.1907
9495,2332.0557
9496,4272.246
9497,4738.367
9498,2629.35
9499,3534.7898
9500,3257.1973
9501,3613.1152
9502,3416.9343
9503,4218.534
9504,3339.4167
9505,3062.086
9506,2989.511
9507,5039.397
9508,3925.1157
9509,3376.5142
9510,2561.6555
9511,5874.3374
9512,4355.269
9513,4113.377
9514,5368.8926
9515,3586.0532
9516,2971.9675
9517,4512.782
9518,3174.1042
9519,4725.6987
9520,4054.9055
9521,3274.2644
9522,5646.5654
9523,5170.5605
9524,4532.1416
9525,3550.829
9526,2796.0066
9527,4536.7495
9528,3626.0503
9529,3969.7146
9530,5737.451
9531,3245.2422
9532,3296.8484
9533,4109.8306
9534,3894.2915
9535,3750.462
9536,3408.9487
9537,4224.597
9538,3960.5964
9539,4332.6753
9540,2892.288
9541,3601.71
9542,4202.458
9543,2836.8252
9544,3358.392
9545,3396.5464
9546,2907.6836
9547,3383.7969
9548,3251.152
9549,3886.3174
9550,4299.875
9551,4260.1743
9552,2990.0007
9553,2949.1528
9554,5219.791
9555,2636.9775
9556,2822.0583
9557,4302.816
9558,3544.625
9559,4516.8374
9560,3226.0984
9561,3349.81
9562,3338.9026
9563,3378.3372
9564,4003.8005
9565,3139.1675
9566,2843.952
9567,5183.508
9568,5359.9375
9569,3791.0342
9570,3486.9834
9571,2866.4856
9572,3697.7424
9573,3823.1992
9574,5691.1724
9575,4311.75
9576,4899.455
9577,2837.0034
9578,4395.7153
9579,5214.0947
9580,4853.362
9581,2545.519
9582,5239.7275
9583,3359.2185
9584,5301.887
9585,4443.3
9586,2754.0107
9587,2723.203
9588,4730.2666
9589,2738.1924
9590,4253.002
9591,3236.046
9592,3951.2144
9593,3891.9377
9594,3380.02
9595,3801.983
9596,2576.7876
9597,4179.773
9598,3413.4607
9599,5315.818
9600,3314.8782
9601,4889.125
9602,3482.307
9603,3399.5105
9604,4062.897
9605,4534.712
9606,3983.8328
9607,2826.3386
9608,3524.8538
9609,3833.8784
9610,4125.0215
9611,4127.402
9612,4785.2466
9613,5339.046
9614,4022.703
9615,4145.144
9616,5826.4707
9617,3979.7896
9618,3943.8909
9619,3386.7988
9620,4517.8496
9621,3759.1562
9622,2626.5295
9623,3352.6963
9624,3505.4192
9625,2217.11
9626,3799.1926
9627,3385.374
9628,2960.6475
9629,3422.0474
9630,4031.3616
9631,3733.8066
9632,4534.0464
9633,4326.468
9634,4637.357
9635,2938.9475
9636,4145.1904
9637,5364.0073
9638,2381.2476
9639,3894.8801
9640,3624.9033
9641,3101.6067
9642,2927.2183
9643,4080.0393
9644,4837.331
9645,3558.162
9646,4847.9487
9647,3600.4497
9648,3295.9368
9649,5462.413
9650,4988.7676
9651,4638.269
9652,3107.6345
9653,4641.437
9654,3750.74
9655,4790.1553
9656,5417.155
9657,4806.9233
9658,3353.3474
9659,4426.38
9660,5640.329
9661,3663.3047
9662,5020.4565
9663,4177.3276
9664,4355.806
9665,5228.2
9666,3390.5227
9667,4825.045
9668,5576.3696
9669,2444.0596
9670,2654.547
9671,3355.8904
9672,4592.7207
9673,4620.374
9674,5175.9326
9675,4413.473
9676,3699.228
9677,2865.7437
9678,3511.8984
9679,3838.5256
9680,3416.4504
9681,4083.0547
9682,2964.7034
9683,2626.2656
9684,4395.593
9685,4916.1807
9686,3574.0874
9687,4230.737
9688,3285.3499
9689,3380.747
9690,5128.8013
9691,4814.462
9692,4195.6235
9693,2980.338
9694,2606.542
9695,2731.466
9696,4253.2773
9697,2007.6367
9698,4363.7095
9699,5693.6807
9700,5452.666
9701,3581.2961
9702,2719.8904
9703,4742.5874
9704,3099.7014
9705,3753.5303
9706,4652.4653
9707,6174.3906
9708,3082.5857
9709,2577.8157
9710,4994.2534
9711,4782.3154
9712,3264.9478
9713,4700.9473
9714,3507.673
9715,2401.3442
9716,3416.6123
9717,3194.1196
9718,4154.7993
9719,3156.172
9720,4860.5474
9721,5346.885
9722,4287.0503
9723,2340.9834
9724,3665.0603
9725,3777.3364
9726,4898.9185
9727,3589.151
9728,4035.6814
9729,2845.3433
9730,4738.0654
9731,3928.3003
9732,4739.697
9733,4477.32
9734,2889.7163
9735,5511.838
9736,4070.8555
9737,3056.6182
9738,4076.288
9739,2674.301
9740,3985.8386
9741,2821.6125
9742,3568.675
9743,3685.7585
9744,4890.548
9745,3039.4253
9746,5290.216
9747,2839.7712
9748,3297.5938
9749,4872.4272
9750,4018.9905
9751,4128.811
9752,2127.0374
9753,3036.5447
9754,3061.4475
9755,4214.897
9756,2927.5525
9757,4267.8276
9758,5284.9854
9759,3788.6445
9760,4061.233
9761,2794.8442
9762,5618.036
9763,4478.5557
9764,2385.3445
9765,4239.9863
9766,2472.558
9767,3913.8643
9768,4003.1687
9769,4895.1406
9770,4180.6646
9771,3082.87
9772,5141.1157
9773,3892.0315
9774,3313.7046
9775,4005.065
9776,3772.7063
9777,3707.1567
9778,3820.3137
9779,5532.2583
9780,4354.395
9781,3471.7285
9782,2894.6785
9783,6543.335
9784,2623.1519
9785,4457.73
9786,3363.391
9787,4817.8486
9788,3762.2712
9789,2876.2478
9790,5348.875
9791,3200.9238
9792,3023.7593
9793,2614.8926
9794,3067.8162
9795,4361.2524
9796,3088.7295
9797,4335.8433
9798,2601.4446
9799,4085.8596
9800,2338.293
9801,4996.207
9802,4239.9937
9803,2984.1704
9804,3946.4995
9805,4593.055
9806,4194.606
9807,5094.746
9808,3791.2778
9809,3314.822
9810,4864.425
9811,3998.782
9812,2979.4607
9813,3644.6602
9814,3308.8267
9815,4194.7256
9816,3660.9673
9817,4501.936
9818,3055.6465
9819,2839.698
9820,3217.089
9821,2689.4187
9822,3408.2239
9823,4667.2207
9824,4199.095
9825,3335.0103
9826,4136.165
9827,3320.4443
9828,2849.6394
9829,3092.83
9830,3208.2964
9831,4495.007
9832,5531.761
9833,4563.9062
9834,2378.7388
9835,2765.096
9836,3138.0679
9837,5143.6475
9838,6450.418
9839,4654.5815
9840,2911.7664
9841,2610.1367
9842,4327.6763
9843,2536.3997
9844,2622.2134
9845,4419.8403
9846,2009.378
9847,4208.3423
9848,3995.4006
9849,3703.9775
9850,2965.6147
9851,3053.79
9852,2403.7446
9853,3837.6936
9854,3615.5872
9855,2611.4646
9856,3773.95
9857,5115.988
9858,2642.27
9859,3068.8948
9860,3271.9324
9861,4697.539
9862,4022.7947
9863,2688.4795
9864,3739.2854
9865,3124.129
9866,4303.4795
9867,3467.609
9868,3119.073
9869,2850.4373
9870,5199.907
9871,3609.4458
9872,4536.143
9873,3716.4592
9874,4322.9956
9875,2476.8145
9876,2767.3547
9877,3722.1333
9878,3053.7522
9879,3837.9297
9880,3083.441
9881,3184.7104
9882,3956.1526
9883,5259.51
9884,5277.5063
9885,3241.3123
9886,2524.3777
9887,3102.6099
9888,3611.0835
9889,2754.9092
9890,5399.397
9891,2943.8987
9892,3012.5803
9893,4979.906
9894,4517.845
9895,4166.9443
9896,4281.148
9897,3314.253
9898,3585.9866
9899,3759.8833
9900,2808.759
9901,4984.5503
9902,3172.369
9903,3402.6038
9904,2738.931
9905,3375.5876
9906,2921.5076
9907,5896.5566
9908,2530.0312
9909,3643.8782
9910,3240.4333
9911,3196.8306
9912,3075.1904
9913,5191.823
9914,4206.081
9915,5073.5093
9916,4573.7837
9917,2470.8135
9918,3068.568
9919,3983.2263
9920,2217.4014
9921,2829.5166
9922,4758.193
9923,3867.1477
9924,4425.583
9925,5017.3013
9926,2762.9983
9927,4234.255
9928,3330.9343
9929,2782.2427
9930,2967.2449
9931,4183.415
9932,3253.502
9933,2760.6626
9934,3691.766
9935,5318.1274
9936,3645.1406
9937,3678.1582
9938,3159.1704
9939,4001.924
9940,3366.981
9941,5565.499
9942,2935.2886
9943,3707.7285
9944,3226.8274
9945,2579.9136
9946,2491.7434
9947,4199.327
9948,2700.5247
9949,3505.189
9950,3915.1145
9951,3105.732
9952,2445.118
9953,4604.911
9954,3793.0093
9955,2771.6372
9956,3913.3257
9957,4921.902
9958,4123.3887
9959,2305.8464
9960,2807.653
9961,5241.8994
9962,3636.1624
9963,3321.9832
9964,2957.6816
9965,3275.1096
9966,4721.1987
9967,3411.5767
9968,4227.3774
9969,3339.2656
9970,3356.8894
9971,4724.88
9972,4572.2373
9973,3246.4814
9974,3396.728
9975,4688.8506
9976,2781.4163
9977,3946.0686
9978,3745.1765
9979,3980.1301
9980,3152.685
9981,4554.0967
9982,4071.8176
9983,4745.623
9984,4635.4077
9985,5355.1396
9986,4924.7104
9987,3915.929
9988,3147.4614
9989,4035.7473
9990,3689.0588
9991,3034.208
9992,2753.2402
9993,3267.818
9994,2513.3523
9995,2958.918
9996,3745.664
9997,3366.215
9998,3685.046
9999,4753.582
10000,4844.4585
10001,3778.7483
10002,2414.5725
10003,3340.3801
10004,3382.6816
10005,4246.697
10006,5143.385
10007,3647.3135
10008,3279.9822
10009,3664.3274
10010,4776.8037
10011,3641.4128
10012,3367.8105
10013,3591.7585
10014,2914.6765
10015,5548.707
10016,3345.2034
10017,2853.1091
10018,2588.9417
10019,2788.2102
10020,2818.535
10021,4608.9243
10022,3456.2854
10023,2979.719
10024,3613.406
10025,3381.5393
10026,2490.675
10027,2933.7
10028,2834.3015
10029,2718.4854
10030,3822.5752
10031,5239.9814
10032,2966.6038
10033,4322.9946
10034,3520.0461
10035,3128.9036
10036,2932.1533
10037,3749.901
10038,3587.2568
10039,3855.0427
10040,5421.8853
10041,2802.9954
10042,3273.1807
10043,3066.4421
10044,2339.3484
10045,3493.893
10046,3685.6875
10047,2969.8408
10048,4779.9155
10049,3886.2144
10050,5192.377
10051,3796.8333
10052,2897.5896
10053,3914.1003
10054,4406.978
10055,3698.3289
10056,3617.7932
10057,3374.3252
10058,2732.2026
10059,4857.917
10060,3160.6438
10061,3799.0156
10062,3466.9832
10063,2824.9329
10064,2977.1033
10065,3208.8945
10066,3330.4272
10067,5322.4404
10068,3338.9531
10069,2926.976
10070,4536.659
10071,3158.1248
10072,3396.324
10073,4930.46
10074,4761.1436
10075,3174.3071
10076,4542.329
10077,3191.1514
10078,3144.2827
10079,3724.356
10080,3186.5952
10081,3730.2395
10082,2945.2957
10083,5012.747
10084,3565.7207
10085,3659.4143
10086,4273.046
10087,3046.535
10088,5099.358
10089,3168.8335
10090,2917.873
10091,4123.542
10092,3236.0596
10093,2996.171
10094,4456.304
10095,4068.7544
10096,3630.8188
10097,3046.4326
10098,2983.2202
10099,4930.0513
10100,4431.7905
10101,2863.4387
10102,2376.6287
10103,3449.1294
10104,3553.5894
10105,3782.7388
10106,3265.4297
10107,3864.0674
10108,4721.954
10109,2599.9595
10110,3827.6133
10111,5693.296
10112,4529.7773
10113,3401.959
10114,2607.5251
10115,3199.8943
10116,3946.8445
10117,2753.3994
10118,4161.779
10119,3639.2239
10120,5121.622
10121,4193.59
10122,2934.0273
10123,3665.5347
10124,5264.1406
10125,3029.32
10126,4115.354
10127,3693.7354
10128,3532.068
10129,3068.413
10130,3311.1555
10131,5130.827
10132,3318.142
10133,3346.89
10134,4166.3823
10135,2828.0803
10136,3764.1675
10137,3080.2532
10138,3407.348
10139,2194.674
10140,2921.727
10141,4040.511
10142,3469.2317
10143,2296.6243
10144,3311.004
10145,3622.5603
10146,2941.2744
10147,4005.2522
10148,3180.6162
10149,3529.4514
10150,3224.573
10151,4959.508
10152,2937.7327
10153,3081.447
10154,3042.5918
10155,3133.6094
10156,3038.0532
10157,2575.208
10158,3061.2844
10159,3411.3499
10160,3048.3174
10161,3548.5667
10162,3033.4724
10163,2460.483
10164,3593.4468
10165,3406.39
10166,3267.1487
10167,3948.7327
10168,4166.6284
10169,2811.911
10170,2982.13
10171,3415.4014
10172,2845.5833
10173,4290.719
10174,4449.259
10175,5868.7827
10176,4574.0645
10177,2850.8293
10178,4965.863
10179,3462.4941
10180,5105.603
10181,3873.0383
10182,2933.6125
10183,4114.8125
10184,3810.2988
10185,3500.693
10186,3398.8853
10187,3908.9087
10188,4084.1255
10189,4829.1406
10190,3765.7437
10191,2942.3044
10192,3164.8376
10193,4528.7026
10194,3112.8315
10195,3320.6936
10196,3330.6238
10197,5043.2188
10198,3643.6187
10199,5003.227
10200,2857.229
10201,3290.1304
10202,3008.732
10203,2490.141
10204,2949.8462
10205,4126.756
10206,3808.053
10207,3172.3591
10208,4264.7065
10209,4467.816
10210,4088.8438
10211,2755.0742
10212,4258.75
10213,4430.8945
10214,3357.5945
10215,2485.73
10216,3633.2827
10217,5233.1543
10218,5626.6816
10219,3905.729
10220,3700.0771
10221,3330.7336
10222,3641.3396
10223,3332.0896
10224,2959.4746
10225,3758.887
10226,2925.1697
10227,3247.6096
10228,3778.095
10229,3798.892
10230,3588.957
10231,4062.608
10232,4079.8828
10233,3692.6848
10234,3281.7996
10235,2798.0627
10236,2983.2068
10237,2699.6743
10238,3394.5151
10239,3179.6726
10240,3750.8333
10241,2788.0725
10242,3057.3467
10243,3638.5757
10244,3788.9453
10245,2522.133
10246,3495.1794
10247,2937.9019
10248,4285.3076
10249,3047.1296
10250,3921.6326
10251,3478.6057
10252,2859.954
10253,2189.8154
10254,3568.5308
10255,4750.2456
10256,3738.979
10257,2457.2117
10258,2784.025
10259,3241.8723
10260,3403.626
10261,3768.784
10262,4837.4175
10263,3764.09
10264,3539.0974
10265,3344.9834
10266,3750.2258
10267,4132.93
10268,2737.0403
10269,3868.0947
10270,3871.6052
10271,2752.601
10272,3050.2852
10273,3448.693
10274,2730.7402
10275,2620.2224
10276,3060.4927
10277,2610.8997
10278,2438.0962
10279,3296.27
10280,4773.828
10281,4458.7676
10282,3650.9507
10283,2618.9443
10284,4750.5625
10285,4382.627
10286,2761.797
10287,2717.9724
10288,5779.533
10289,3692.1394
10290,4040.0532
10291,3384.3103
10292,2402.288
10293,4025.0806
10294,4029.2383
10295,3603.2236
10296,3142.9968
10297,3667.4307
10298,3099.966
10299,3679.0454
10300,3433.0796
10301,5142.582
10302,2815.7463
10303,3740.746
10304,4891.1978
10305,3598.7075
10306,4203.672
10307,3791.2588
10308,3228.3723
10309,4023.5972
10310,4060.6716
10311,4162.307
10312,3297.163
10313,2968.449
10314,3901.9724
10315,3496.9077
10316,3985.8926
10317,3635.6123
10318,4225.667
10319,3056.1577
10320,2966.2693
10321,3645.52
10322,1992.0806
10323,2753.6753
10324,4361.9404
10325,3110.1821
10326,3007.0369
10327,4029.833
10328,3596.6409
10329,3115.7273
10330,3171.6465
10331,3324.6807
10332,3449.3098
10333,3315.6582
10334,3525.9802
10335,3309.4812
10336,3934.2148
10337,3399.9158
10338,3592.2388
10339,4715.612
10340,3733.458
10341,2672.9358
10342,4577.535
10343,3645.9907
10344,4146.3447
10345,2890.5635
10346,3120.7532
10347,3321.1294
10348,2927.9482
10349,3049.992
10350,3114.5952
10351,3098.203
10352,4407.672
10353,2969.2551
10354,3520.754
10355,2648.5496
10356,3496.037
10357,1991.9266
10358,3478.49
10359,3426.687
10360,3610.8635
10361,2882.9075
10362,3901.6628
10363,3941.2236
10364,2897.0781
10365,3419.2715
10366,4511.002
10367,4163.136
10368,4221.465
10369,2582.4802
10370,3166.5737
10371,4042.2646
10372,2984.6697
10373,2898.8826
10374,2994.6973
10375,2724.275
10376,3257.8916
10377,3085.6099
10378,2834.0366
10379,6008.689
10380,3971.1023
10381,3787.145
10382,3431.4543
10383,3207.9377
10384,3800.637
10385,4397.7617
10386,2966.8042
10387,3402.6262
10388,3617.6162
10389,3410.2322
10390,3201.4329
10391,3931.0286
10392,3680.569
10393,3828.4795
10394,3515.3906
10395,3660.244
10396,5175.109
10397,2743.7095
10398,3271.9373
10399,2645.9004
10400,2775.48
10401,2897.7866
10402,2580.2495
10403,3598.7485
10404,2881.0454
10405,3180.538
10406,3360.3518
10407,2983.806
10408,3800.5366
10409,5051.3926
10410,2768.1553
10411,2701.5127
10412,2883.56
10413,4461.6187
10414,3157.8372
10415,4384.268
10416,4210.9644
10417,3557.9531
10418,3415.1726
10419,2848.0356
10420,2855.6494
10421,3220.7761
10422,3396.501
10423,3984.8508
10424,3998.5486
10425,2936.925
10426,3604.4375
10427,4345.4526
10428,3515.8223
10429,2954.9907
10430,4216.8887
10431,4301.4736
10432,3667.7285
10433,3602.7158
10434,2516.6946
10435,2987.9436
10436,3426.4001
10437,4708.6987
10438,2756.229
10439,3481.6885
10440,2993.2139
10441,3609.357
10442,3092.393
10443,3879.3047
10444,3524.4714
10445,3052.2886
10446,2873.0212
10447,3421.3257
10448,3507.8962
10449,3481.5454
10450,3070.0242
10451,2741.3665
10452,2797.1216
10453,3261.3474
10454,3153.8457
10455,3142.0432
10456,3786.5383
10457,3243.8086
10458,3305.3125
10459,3368.0496
10460,4445.3687
10461,4526.8564
10462,3087.8987
10463,3613.8542
10464,3920.7612
10465,2686.8162
10466,2984.2017
10467,2827.2546
10468,4580.956
10469,4472.426
10470,3546.09
10471,3090.7175
10472,3404.8281
10473,3633.8447
10474,3548.7844
10475,3165.6643
10476,3209.1953
10477,4531.531
10478,2884.692
10479,2991.405
10480,2731.7097
10481,3595.8025
10482,3592.994
10483,3126.84
10484,3908.1123
10485,4012.453
10486,4156.941
10487,4438.4814
10488,2767.6643
10489,2569.267
10490,2476.2776
10491,3877.372
10492,2892.1921
10493,3233.822
10494,3376.125
10495,3314.4
10496,3117.8518
10497,3580.39
10498,3437.42
10499,3592.63
10500,2955.5066
10501,3105.2954
10502,3689.533
10503,3426.451
10504,3510.388
10505,4631.0195
10506,2982.6458
10507,2722.117
10508,3457.9775
10509,4785.318
10510,3088.2202
10511,3839.9236
10512,4415.241
10513,2634.2966
10514,2519.8438
10515,3374.7935
10516,3191.4167
10517,2875.0054
10518,3758.851
10519,3854.96
10520,3304.959
10521,2929.249
10522,3383.8877
10523,3499.3708
10524,2936.4868
10525,4063.722
10526,3090.4302
10527,3231.059
10528,3032.7986
10529,3800.21
10530,4870.3003
10531,3762.9695
10532,4483.768
10533,3309.0806
10534,2481.9072
10535,3328.7715
10536,3937.3386
10537,3122.8174
10538,4469.954
10539,2744.443
10540,4125.9644
10541,4027.077
10542,2318.0603
10543,3087.7324
10544,4750.3447
10545,3181.9978
10546,4399.64
10547,3082.1697
10548,2548.361
10549,3920.2512
10550,3797.6587
10551,3546.8096
10552,3919.745
10553,5223.9272
10554,3982.849
10555,2258.9421
10556,3597.2815
10557,3722.3901
10558,3778.8638
10559,3915.2046
10560,3196.2407
10561,4601.606
10562,5497.122
10563,2988.6643
10564,4696.528
10565,2461.7341
10566,3782.981
10567,3096.84
10568,4942.466
10569,5005.083
10570,3136.5566
10571,4296.283
10572,3813.9148
10573,3433.7341
10574,3072.2366
10575,2935.8853
10576,3499.9553
10577,5157.302
10578,3242.912
10579,3491.1965
10580,3214.5386
10581,3689.3494
10582,3237.4846
10583,3318.0833
10584,3328.3525
10585,3692.9126
10586,2644.9736
10587,4746.9233
10588,2710.5278
10589,2531.6094
10590,2706.43
10591,4288.5107
10592,3618.17
10593,4285.724
10594,3336.1633
10595,3380.4897
10596,2824.1084
10597,3181.1335
10598,2709.705
10599,2805.2705
10600,2942.0376
10601,3861.6865
10602,3415.8645
10603,3572.3643
10604,3934.8455
10605,2517.4197
10606,3614.3381
10607,2463.6047
10608,3925.806
10609,2648.1228
10610,2802.668
10611,2400.9812
10612,2744.0254
10613,4113.1235
10614,3148.6543
10615,3416.5667
10616,3360.929
10617,4497.852
10618,3221.5178
10619,3637.8882
10620,4035.153
10621,3398.6467
10622,3951.8027
10623,4041.5127
10624,3144.1702
10625,4934.4507
10626,3168.9573
10627,2875.4119
10628,3119.5293
10629,2572.1194
10630,3764.7246
10631,2847.2988
10632,3557.2363
10633,3969.458
10634,3658.4443
10635,3657.405
10636,4150.5464
10637,5221.679
10638,4908.338
10639,3397.057
10640,3268.943
10641,3240.634
10642,4443.5835
10643,4673.5146
10644,3011.055
10645,2636.126
10646,3604.0183
10647,2587.1462
10648,3239.9727
10649,3322.7952
10650,3920.8667
10651,2917.0903
10652,3484.0178
10653,4460.5728
10654,3625.2686
10655,5056.597
10656,3540.4966
10657,2924.874
10658,3506.2793
10659,2983.8074
10660,3410.933
10661,3075.8394
10662,3804.907
10663,5139.957
10664,4239.349
10665,4711.616
10666,3579.278
10667,3627.3853
10668,2436.9053
10669,3185.7214
10670,3981.0298
10671,2987.793
10672,3313.578
10673,3296.567
10674,3517.0154
10675,2082.6128
10676,3712.8872
10677,3208.2927
10678,3970.8164
10679,3518.151
10680,4395.6724
10681,3311.6216
10682,3455.527
10683,2965.6677
10684,3555.3992
10685,3359.9954
10686,3270.3425
10687,3636.6194
10688,4619.2744
10689,4190.694
10690,3659.7278
10691,3935.7817
10692,3608.8809
10693,3049.6006
10694,2875.262
10695,4917.458
10696,3758.3748
10697,2664.0247
10698,3211.0063
10699,2702.221
10700,3235.4968
10701,2604.4277
10702,2742.3452
10703,3739.4202
10704,3981.0647
10705,3996.1218
10706,3045.1008
10707,4297.5996
10708,3782.4067
10709,2338.5251
10710,4029.0166
10711,3319.6506
10712,3829.0552
10713,3599.5823
10714,3578.367
10715,3460.3813
10716,2963.1409
10717,2592.9033
10718,3948.5266
10719,2674.2424
10720,3428.2732
10721,4618.702
10722,5677.1904
10723,2683.3027
10724,1904.491
10725,2972.9307
10726,3327.3052
10727,3699.1313
10728,4922.943
10729,2273.7964
10730,3398.9595
10731,4400.435
10732,4301.985
10733,2855.3247
10734,4484.207
10735,3980.1763
10736,4856.8545
10737,2872.4966
10738,2810.8298
10739,3597.5034
10740,5045.5835
10741,3537.7117
10742,4338.9478
10743,3655.1975
10744,2726.6462
10745,3271.256
10746,4574.1294
10747,2995.8914
10748,4025.0076
10749,3309.099
10750,3613.4207
10751,4365.7676
10752,2869.018
10753,3275.4597
10754,3247.7
10755,4517.4185
10756,3592.8806
10757,3899.3918
10758,4531.821
10759,3963.141
10760,3086.3672
10761,4983.4463
10762,3562.1785
10763,3308.748
10764,5640.8726
10765,5496.947
10766,3261.4841
10767,3065.8608
10768,3573.5583
10769,4390.001
10770,3534.8923
10771,4954.2812
10772,3281.875
10773,3886.5918
10774,2742.1484
10775,2949.9946
10776,3584.9238
10777,3334.8843
10778,5487.802
10779,3337.1538
10780,3800.5476
10781,3501.059
10782,4245.1943
10783,3592.7898
10784,3096.3936
10785,3114.8076
10786,3675.6694
10787,5034.841
10788,2741.9233
10789,3675.9126
10790,3487.7708
10791,3289.5776
10792,4487.945
10793,2592.8672
10794,3248.9944
10795,2682.7888
10796,2768.8186
10797,3546.569
10798,3472.0635
10799,3679.9333
10800,4529.615
10801,3531.765
10802,3474.127
10803,3387.757
10804,3541.7207
10805,4197.1367
10806,2654.1743
10807,4885.7866
10808,3479.3015
10809,3212.6055
10810,4472.9375
10811,5125.2983
10812,2842.0808
10813,4429.568
10814,3872.0242
10815,3125.4006
10816,4056.6313
10817,3136.9072
10818,4743.797
10819,3542.2773
10820,3562.8516
10821,4359.309
10822,5102.8853
10823,3910.9236
10824,4447.262
10825,3445.1377
10826,3834.9924
10827,3354.7375
10828,3243.6597
10829,2972.0764
10830,2223.3345
10831,4931.733
10832,3175.471
10833,3514.8066
10834,3465.933
10835,4620.733
10836,3994.7957
10837,3306.0679
10838,2905.3225
10839,2899.9844
10840,2791.2036
10841,4419.435
10842,3266.1326
10843,2539.458
10844,4961.316
10845,5704.3945
10846,4045.8772
10847,3005.7346
10848,4605.98
10849,3677.9526
10850,3613.3643
10851,2979.768
10852,2773.299
10853,3860.919
10854,3617.7317
10855,3049.9692
10856,2556.4666
10857,4963.854
10858,3954.6255
10859,4283.554
10860,4061.2356
10861,3273.6318
10862,4973.351
10863,3903.4414
10864,2681.346
10865,4114.453
10866,3135.3003
10867,4720.1934
10868,2643.3215
10869,2548.284
10870,3594.2205
10871,2731.3687
10872,4746.299
10873,3961.623
